ADDMISSION,26688064,26688064,LocX24,1,3605531812213,26688064111112,1,C7
ADDMISSION,26688064,26688064,LocX25,2,3605533314074,26688064111113,2,C7
ADDMISSION,26688064,26688064,LocX26,1,3605970638924,26688064111114,3,C7
ADDMISSION,26688064,26688064,LocX27,1,3605970943684,26688064111115,4,C7
ADDMISSION,26688064,26688064,LocX24,1,3605970935498,26688064111116,5,C7
ADDMISSION,26688163,26688163,LocX25,1,3605970764975,26688163111117,6,C7
ADDMISSION,26688163,26688163,LocX26,1,3605970638924,26688163111118,7,C7
ADDMISSION,26688163,26688163,LocX27,1,3605533113653,26688163111119,8,C7
ADDMISSION,26688163,26688163,LocX24,1,3605970943684,26688163111120,9,C7
ADDMISSION,26688163,26688163,LocX25,1,3605970935498,26688163111121,10,C7
