ADDMISSION,50090467,50090467,LocX24,1,4649102,50090467111112,8216,L7
ADDMISSION,50090467,50090467,LocX25,1,4638542,50090467111113,8222,L7
ADDMISSION,50090467,50090467,LocX26,1,4585567,50090467111114,8318,L7
ADDMISSION,50090468,50090468,LocX27,1,4638542,50090468111115,8222,L7
ADDMISSION,50090468,50090468,LocX24,1,4585567,50090468111116,8318,L7
ADDMISSION,50090468,50090468,LocX25,1,4611004,50090468111117,8324,L7
ADDMISSION,50090469,50090469,LocX26,1,4667780,50090469111118,8128,L7
ADDMISSION,50090469,50090469,LocX27,1,4649102,50090469111119,8216,L7
ADDMISSION,50090469,50090469,LocX24,1,4638542,50090469111120,8222,L7
ADDMISSION,50090469,50090469,LocX25,1,4585567,50090469111121,8318,L7
ADDMISSION,50090469,50090469,LocX26,1,4611004,50090469111122,8324,L7
