ADDMISSION,26688061,26688061,LocX24,1,3605970766054,26688061111112,1,C7
ADDMISSION,26688061,26688061,LocX25,1,3605533117217,26688061111113,2,C7
ADDMISSION,26688061,26688061,LocX26,1,3605532202945,26688061111114,3,C7
ADDMISSION,26688061,26688061,LocX27,1,3614270210402,26688061111115,40,C7
ADDMISSION,26688061,26688061,LocX24,1,3605970856212,26688061111116,5,C7
ADDMISSION,26688061,26688061,LocX25,1,3605970943684,26688061111117,6,C7
ADDMISSION,26688061,26688061,LocX26,1,3605970832575,26688061111118,8,C7
ADDMISSION,26688061,26688061,LocX27,1,3605970805050,26688061111119,7,C7
ADDMISSION,26688062,26688062,LocX24,1,96018205148,26688062111120,8,C7
ADDMISSION,26688062,26688062,LocX25,1,96018060266,26688062111121,9,C7
ADDMISSION,26688062,26688062,LocX26,1,96018115270,26688062111122,9,C7
ADDMISSION,26688062,26688062,LocX27,1,3605970712617,26688062111123,10,C7
ADDMISSION,26688062,26688062,LocX24,1,3614270210402,26688062111124,20,C7
ADDMISSION,26688062,26688062,LocX25,1,3605970856892,26688062111125,30,C7
ADDMISSION,26688062,26688062,LocX26,1,3605970411404,26688062111126,40,C7
ADDMISSION,26688062,26688062,LocX27,1,3605970943684,26688062111127,50,C7
ADDMISSION,26688062,26688062,LocX24,1,3605970638924,26688062111128,60,C7
ADDMISSION,26688062,26688062,LocX25,1,3605970790936,26688062111129,70,C7
ADDMISSION,26688062,26688062,LocX26,1,3605970791292,26688062111130,80,C7
ADDMISSION,26688062,26688062,LocX27,1,3605970791612,26688062111131,90,C7
ADDMISSION,26688062,26688062,LocX24,1,3605970791452,26688062111132,100,C7
