ADDMISSION,26688237,26688237,LocX24,1,3605970521745,26688237111112,1,C7
ADDMISSION,26688237,26688237,LocX25,1,3605970202637,26688237111113,2,C7
ADDMISSION,26688237,26688237,LocX26,1,3605975069709,26688237111114,3,C7
ADDMISSION,26688237,26688237,LocX27,1,3700194708412,26688237111115,4,C7
ADDMISSION,26688237,26688237,LocX24,1,3605970473600,26688237111116,5,C7
ADDMISSION,26688238,26688238,LocX25,1,3700194708573,26688238111117,6,C7
ADDMISSION,26688238,26688238,LocX26,1,3700194711498,26688238111118,7,C7
ADDMISSION,26688238,26688238,LocX27,1,3605975080865,26688238111119,8,C7
ADDMISSION,26688238,26688238,LocX24,1,3605975053944,26688238111120,9,C7
ADDMISSION,26688238,26688238,LocX25,1,3605970472245,26688238111121,10,C7
ADDMISSION,26688238,26688238,LocX26,1,3605970394653,26688238111122,20,C7
