2105334827,2105334827.1,10043585,KL SUNFLOWER SHAMPOO COLOR 500ML,1,EA,731781354,T116C5,1150,3605975054118
2105334827,2105334827.2,10059617,KL CLEARLY CORRECTIVE 30ML,1,EA,731781354,T124D3,120,3605970202637
2105334827,2105334827.3,10012841,KL ULTRA FACIAL MOISTURIZER 75ML,1,EA,731781354,T121C3,4500,3700194712068
2105334827,2105334827.4,S1691500,KH CREME DE CORPS CREME 75ML,1,EA,731781354,T121A4,4520,3605970039769
2105334827,2105334827.5,23004401,KL ECH UN OLIVE FRUIT OIL SHMP 5ML,1,EA,731781354,T123B5,4810,3700194718510
2105334827,2105334827.6,23004402,KL ECH UN OLIVE FRUIT OIL COND 5ML,1,EA,731781354,T121B2,4450,3700194718534
2105334827,2105334827.7,23007461,KL OLIVE FRUIT OIL NOURISHING COND 1OZ,1,EA,731781354,T119D2,4230,3605970009373
2105334828,2105334828.1,10014564,KL PINEAPPLE PAPAYA FCL SCRUB 100ML,1,EA,731781356,T121C4,4540,T121C4
2105334828,2105334828.2,23014930,KL ECHANT MIDNIGHT EYE RECOVERY 1.5ML,1,EA,731781356,T125B6,5070,3605975086898
2105334828,2105334828.3,23010740,KL ECHANT MIDNIGHT RECOVERY CONC 2ML,1,EA,731781356,T121D4,4550,3605975053944
2105334828,2105334828.4,23016693,KL ECHANT CLEARLY CORR 1.5ML,1,EA,731781356,T125C6,5080,3605970349110
2105334828,2105334828.5,10029017,KL FACIAL FUEL BAUME A LEVRES 15ML,1,EA,731781356,T122C4,390,3605970045982
2105334828,2105334828.6,TCA03515,KH RARE EARTH PORE NETT MASQ 125ML SUB,1,EA,731781356,T110B4,1820,3605975038132
2105334829,2105334829.1,80034068,KH PWFUL STRENGHT LINE RED CONC EDL 50ML,1,EA,731781359,T112B5,1620,3700194715946
2105334829,2105334829.2,23010740,KL ECHANT MIDNIGHT RECOVERY CONC 2ML,1,EA,731781359,T121D4,4550,3605975053944
2105334829,2105334829.3,23017735,KL ECHANT TONIQUE CCW 3ML,1,EA,731781359,T116B3,1060,3605970201593
2105334829,2105334829.4,23017733,KL ECHANT CCW EXFOLIANT 3ML,1,EA,731781359,T117D4,4070,3605970201234
2105334829,2105334829.5,TCA02881,KH CALENDULA HERBAL EXT TONIC 250ML SUB,1,EA,731781359,T122C5,430,3700194711702
2105334829,2105334829.6,10019901,KL BLUE ASTRINGENT TONER 250ML,1,EA,731781359,T121A1,4400,T121A1
2105334830,2105334830.1,80003326,KL ULTRA FACIAL CREME 50ML,1,EA,731784126,T124B1,20,3605970360757
2105334830,2105334830.2,10014816,KL CREAMY EYE TRTMNT W/ AVOCADO 14ML,2,EA,731784126,T125A4,5000,T125A4
2105334830,2105334830.3,23008995,KL ECHANT RARE EARTH MASQUE 5ML,1,EA,731784126,T125B3,4970,3605975038170
2105334830,2105334830.4,21006691,KL UNETTE SAMPL AMINO ACID SHAMPOO,1,EA,731784126,T125D1,4910,3700194705602
2105334830,2105334830.5,23013075,KL AMINO ACID REVIT PCKT 5 ML,1,EA,731784126,T123A1,4640,3605975002409
2105334831,2105334831.1,TCA00713,KH CLEARLY CORREC SOL TACHES BRUNES 50ML,1,EA,731784151,T121B5,4570,3605970363222
2105334831,2105334831.2,80003883,KL DLX ECH ULTRA FACIAL CREAM 7ML,1,EA,731784151,T125C3,4980,3605970360559
2105334832,2105334832.1,10056195,KL ULTRA FACIAL CLEANSER 75ML,1,EA,731784152,T123B4,4770,3605975099676
2105334832,2105334832.2,23014930,KL ECHANT MIDNIGHT EYE RECOVERY 1.5ML,2,EA,731784152,T125B6,5070,3605975086898
2105334832,2105334832.3,23010740,KL ECHANT MIDNIGHT RECOVERY CONC 2ML,1,EA,731784152,T121D4,4550,3605975053944
2105334832,2105334832.4,10032735,KL AMINO ACID SHAMPOO 250ML,1,EA,731784152,T118B5,900,3700194705589
2105334832,2105334832.5,80003339,KL BAUME A LEVRES #1 MENTHE 15ML,1,EA,731784152,T120D2,560,3605970365851
2105334833,2105334833.1,10064423,KL POWERFUL WRINKLE REP CREME YEUX 15ML,1,EA,731784165,T122B1,260,3605970365219
2105334833,2105334833.2,80003883,KL DLX ECH ULTRA FACIAL CREAM 7ML,1,EA,731784165,T125C3,4980,3605970360559
2105335264,2105335264.1,10070210,KL SUPER MULTI-CORRECTIVE CREME 50ML,1,EA,731784168,T124A4,130,3605970472085
2105335264,2105335264.2,80003883,KL DLX ECH ULTRA FACIAL CREAM 7ML,1,EA,731784168,T125C3,4980,3605970360559
2105335265,2105335265.1,10013205,KL CUCUMBER HERBAL TONER 500ML,1,EA,731784169,T122A3,330,3700194708641
2105335265,2105335265.2,10014816,KL CREAMY EYE TRTMNT W/ AVOCADO 14ML,1,EA,731784169,T125A4,5000,T125A4
2105335265,2105335265.3,23012532,KL CREAMY EYE W AVOCADO PCKT 1.5 ML,1,EA,731784169,T123C2,4700,3605975066883
2105335265,2105335265.4,23017735,KL ECHANT TONIQUE CCW 3ML,1,EA,731784169,T116B3,1060,3605970201593
2105335265,2105335265.5,23004401,KL ECH UN OLIVE FRUIT OIL SHMP 5ML,1,EA,731784169,T123B5,4810,3700194718510
2105335266,2105335266.1,80040711,KH LTEE UFC ROCK TOUR 15 125ML,1,EA,731784173,T110B2,1740,772191676073
2105335266,2105335266.2,10015972,KL SILK GROOM SERUM 75ML,1,EA,731784173,T117D1,3950,T117D1
