orderId,preAssignedContainerId,locationId,quantity,itemId,uom,orderDetailId,workSequence
26739434,26739434,CFF01041,2,3605533117279,ea,26739434111112,00000
26739434,26739434,CFI01014,1,3605970638924,ea,26739434111113,00000
26739434,26739434,CFF02021,1,3605970943684,ea,26739434111114,00000
26739435,26739435,CFI02045,1,096018205032,ea,26739435111115,00000
26739435,26739435,PL210021,1,096018108494,ea,26739435111116,00000
26739435,26739435,CFF02013,1,3605970856212,ea,26739435111117,00000
26739435,26739435,CFF01013,1,3605970411404,ea,26739435111118,00000
26739435,26739435,CFF02021,1,3605970943684,ea,26739435111119,00000
26739435,26739435,CFF02024,1,3605970935498,ea,26739435111120,00000
26739436,26739436,CFI02041,1,3605970764296,ea,26739436111121,00000
26739436,26739436,PL217051,1,3605970213282,ea,26739436111122,00000
26739436,26739436,CFF01043,1,3605970856892,ea,26739436111123,00000
26739436,26739436,CFF02021,1,3605970943684,ea,26739436111124,00000
26739437,26739437,CFI02042,2,3605970764494,ea,26739437111125,00000
26739437,26739437,CFF01031,1,3605970791452,ea,26739437111126,00000
26739437,26739437,CFF02021,1,3605970943684,ea,26739437111127,00000
26749035,26749035,CFC01045,1,604214397804,ea,26749035111112,00000
26749035,26749035,CFC01034,1,604214913004,ea,26749035111113,00000
26749035,26749035,CFC01043,1,604214920934,ea,26749035111114,00000
26749035,26749035,CFC01044,1,604214921641,ea,26749035111115,00000
26749035,26749035,CFC01024,1,604214922624,ea,26749035111116,00000
26749035,26749035,CFC02032,1,3605970988074,ea,26749035111117,00000
26749036,26749036,CFC01045,1,604214397804,ea,26749036111118,00000
26749036,26749036,CFC01034,1,604214913004,ea,26749036111119,00000
26749036,26749036,CFC01043,1,604214920934,ea,26749036111120,00000
26749036,26749036,CFC01044,1,604214921641,ea,26749036111121,00000
26749036,26749036,CFC02032,1,3605970988074,ea,26749036111122,00000
26749036,26749036,CFC01024,1,604214922624,ea,26749036111123,00000
26749037,26749037,CFC01034,1,604214913004,ea,26749037111124,00000
26749037,26749037,CFC02021,1,604214738805,ea,26749037111125,00000
26749037,26749037,CFC01045,1,604214397804,ea,26749037111126,00000
26749037,26749037,CFC02032,1,3605970988074,ea,26749037111127,00000
26749037,26749037,CFC01044,1,604214921641,ea,26749037111128,00000
26749037,26749037,CFC01024,1,604214922624,ea,26749037111129,00000
26713332,26713332,KP001161,1,3605970003845,ea,26713332111112,00000
